,count-Row ID,mean-Row ID,mean-Postal Code,mean-Sales,mean-Quantity,mean-Discount,mean-Profit,mean-ReturnedBin,mean-EncodedCountry,mean-x0_Furniture,mean-x0_Office Supplies,mean-x0_Technology,mean-x0_Accessories,mean-x0_Appliances,mean-x0_Art,mean-x0_Binders,mean-x0_Bookcases,mean-x0_Chairs,mean-x0_Copiers,mean-x0_Envelopes,mean-x0_Fasteners,mean-x0_Furnishings,mean-x0_Labels,mean-x0_Machines,mean-x0_Paper,mean-x0_Phones,mean-x0_Storage,mean-x0_Supplies,mean-x0_Tables,mean-x0_Consumer,mean-x0_Corporate,mean-x0_Home Office,mean-x0_First Class,mean-x0_Same Day,mean-x0_Second Class,mean-x0_Standard Class,std-Row ID,std-Postal Code,std-Sales,std-Quantity,std-Discount,std-Profit,std-ReturnedBin,std-EncodedCountry,std-x0_Furniture,std-x0_Office Supplies,std-x0_Technology,std-x0_Accessories,std-x0_Appliances,std-x0_Art,std-x0_Binders,std-x0_Chairs,std-x0_Envelopes,std-x0_Fasteners,std-x0_Furnishings,std-x0_Labels,std-x0_Paper,std-x0_Phones,std-x0_Storage,std-x0_Tables,std-x0_Consumer,std-x0_Corporate,std-x0_Home Office,std-x0_First Class,std-x0_Same Day,std-x0_Second Class,std-x0_Standard Class,min-Row ID,min-Postal Code,min-Sales,min-Quantity,min-Discount,min-Profit,min-ReturnedBin,min-EncodedCountry,min-x0_Furniture,min-x0_Office Supplies,min-x0_Technology,min-x0_Accessories,min-x0_Appliances,min-x0_Art,min-x0_Binders,min-x0_Bookcases,min-x0_Chairs,min-x0_Copiers,min-x0_Envelopes,min-x0_Fasteners,min-x0_Furnishings,min-x0_Labels,min-x0_Machines,min-x0_Paper,min-x0_Storage,min-x0_Supplies,min-x0_Tables,min-x0_First Class,min-x0_Same Day,min-x0_Second Class,min-x0_Standard Class,25%-Row ID,25%-Postal Code,25%-Sales,25%-Quantity,25%-Discount,25%-Profit,25%-ReturnedBin,25%-EncodedCountry,25%-x0_Furniture,25%-x0_Office Supplies,25%-x0_Technology,25%-x0_Accessories,25%-x0_Appliances,25%-x0_Binders,25%-x0_Bookcases,25%-x0_Chairs,25%-x0_Copiers,25%-x0_Envelopes,25%-x0_Fasteners,25%-x0_Furnishings,25%-x0_Labels,25%-x0_Machines,25%-x0_Paper,25%-x0_Storage,25%-x0_Supplies,25%-x0_First Class,25%-x0_Same Day,25%-x0_Second Class,25%-x0_Standard Class,50%-Row ID,50%-Postal Code,50%-Sales,50%-Quantity,50%-Discount,50%-Profit,50%-ReturnedBin,50%-EncodedCountry,50%-x0_Furniture,50%-x0_Office Supplies,50%-x0_Technology,50%-x0_Appliances,50%-x0_Art,50%-x0_Binders,50%-x0_Bookcases,50%-x0_Copiers,50%-x0_Envelopes,50%-x0_Fasteners,50%-x0_Furnishings,50%-x0_Labels,50%-x0_Machines,50%-x0_Paper,50%-x0_Phones,50%-x0_Storage,50%-x0_Supplies,50%-x0_Tables,50%-x0_First Class,50%-x0_Same Day,50%-x0_Second Class,50%-x0_Standard Class,75%-Row ID,75%-Postal Code,75%-Sales,75%-Quantity,75%-Discount,75%-Profit,75%-ReturnedBin,75%-EncodedCountry,75%-x0_Furniture,75%-x0_Office Supplies,75%-x0_Technology,75%-x0_Accessories,75%-x0_Appliances,75%-x0_Art,75%-x0_Binders,75%-x0_Bookcases,75%-x0_Chairs,75%-x0_Copiers,75%-x0_Envelopes,75%-x0_Fasteners,75%-x0_Furnishings,75%-x0_Labels,75%-x0_Machines,75%-x0_Paper,75%-x0_Phones,75%-x0_Storage,75%-x0_Supplies,75%-x0_Tables,75%-x0_First Class,75%-x0_Same Day,75%-x0_Second Class,75%-x0_Standard Class,max-Row ID,max-Postal Code,max-Quantity,max-Discount,max-Profit,max-EncodedCountry,max-x0_Furniture,max-x0_Office Supplies,max-x0_Technology,max-x0_Accessories,max-x0_Appliances,max-x0_Art,max-x0_Binders,max-x0_Chairs,max-x0_Furnishings,max-x0_Paper,max-x0_Phones,max-x0_Storage,max-x0_First Class,max-x0_Second Class,max-x0_Standard Class
Chad Cunningham,13.0,5423.461538461538,54961.153846153844,136.22653846153847,3.5384615384615383,0.2153846153846154,16.045476923076915,0.0,1.0,0.15384615384615385,0.46153846153846156,0.38461538461538464,0.15384615384615385,0.0,0.07692307692307693,0.23076923076923078,0.0,0.07692307692307693,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,1.0,0.46153846153846156,0.0,0.0,0.5384615384615384,2472.897949619185,31040.89043730907,185.23281893004068,2.1061570302086774,0.2478109287546786,22.985095085263172,0.0,0.0,0.37553380809940534,0.5188745216627708,0.5063696835418333,0.37553380809940534,0.0,0.2773500981126146,0.4385290096535146,0.2773500981126146,0.0,0.0,0.2773500981126146,0.2773500981126146,0.2773500981126146,0.4385290096535146,0.0,0.0,0.0,0.0,0.0,0.5188745216627709,0.0,0.0,0.5188745216627709,1077.0,19120.0,5.104,1.0,0.0,-12.998700000000007,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3131.0,19120.0,10.08,2.0,0.0,1.6587999999999996,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6472.0,48234.0,59.99399999999999,3.0,0.2,11.451999999999995,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6526.0,90049.0,131.98,5.0,0.2,28.70639999999999,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,9881.0,90049.0,7.0,0.7,70.55639999999994,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
Chad McGuire,7.0,4769.142857142857,45469.0,237.37285714285716,5.0,0.028571428571428574,58.43827142857143,0.2857142857142857,1.0,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.0,0.0,0.0,1.0,0.0,0.0,0.14285714285714285,0.0,0.42857142857142855,0.42857142857142855,3235.9142154148353,44240.967134546234,268.8506470585658,3.366501646120693,0.07559289460184544,70.63923635427915,0.48795003647426666,0.0,0.48795003647426666,0.48795003647426666,0.5345224838248487,0.37796447300922725,0.0,0.0,0.0,0.0,0.0,0.0,0.48795003647426666,0.0,0.48795003647426666,0.3779644730092273,0.0,0.0,0.0,0.0,0.0,0.37796447300922725,0.0,0.5345224838248488,0.5345224838248487,1338.0,10011.0,17.46,2.0,0.0,5.936399999999999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1339.5,10011.0,23.71,2.5,0.0,8.0775,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6776.0,10024.0,75.04,4.0,0.0,32.30150000000002,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7206.5,92058.5,422.055,6.5,0.0,89.25209999999997,0.5,1.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8178.0,94109.0,11.0,0.2,176.1708,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Chad Sievert,7.0,1217.2857142857142,86726.57142857143,126.37714285714287,4.0,0.1142857142857143,20.5477,0.0,1.0,0.14285714285714285,0.7142857142857143,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1258.1348250864205,7221.540044827531,112.88648875076323,1.8257418583505538,0.10690449676496976,21.72097922171098,0.0,0.0,0.3779644730092273,0.48795003647426655,0.37796447300922725,0.0,0.0,0.0,0.0,0.3779644730092273,0.0,0.0,0.0,0.0,0.5345224838248487,0.37796447300922725,0.48795003647426666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,78745.0,15.48,2.0,0.0,-2.220000000000013,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,173.5,80112.0,54.870000000000005,3.0,0.0,6.87735,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,345.0,90004.0,108.576,3.0,0.2,9.841800000000001,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2482.0,90004.0,155.35,5.0,0.2,34.598299999999995,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,2693.0,98105.0,7.0,0.2,53.260799999999996,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
Charles Crestani,11.0,4253.636363636364,87886.09090909091,224.6954545454546,2.8181818181818183,0.0818181818181818,35.662045454545435,0.36363636363636365,1.0,0.2727272727272727,0.6363636363636364,0.09090909090909091,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0.0,0.0,0.0,0.18181818181818182,0.0,0.09090909090909091,0.36363636363636365,0.0,0.0,0.09090909090909091,0.0,1.0,0.0,0.0,0.36363636363636365,0.0,0.09090909090909091,0.5454545454545454,2150.2881794181576,7665.343259822686,565.8641148771255,1.721521525754576,0.11677484162422845,65.07750086263854,0.504524979109513,0.0,0.46709936649691375,0.504524979109513,0.3015113445777636,0.0,0.0,0.30151134457776363,0.3015113445777636,0.3015113445777636,0.0,0.0,0.40451991747794525,0.0,0.504524979109513,0.0,0.0,0.0,0.0,0.0,0.0,0.504524979109513,0.0,0.3015113445777636,0.5222329678670935,581.0,73120.0,6.48,1.0,0.0,-2.0364000000000004,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2709.5,84955.5,15.240000000000002,2.0,0.0,3.1328,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5257.0,90049.0,43.019999999999996,2.0,0.0,8.332800000000002,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5970.5,92105.0,78.185,3.5,0.2,32.907599999999995,1.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6975.0,98103.0,7.0,0.3,215.99729999999977,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
Charles McCrossin,7.0,4673.857142857143,36288.28571428572,361.902,3.2857142857142856,0.24285714285714285,-56.33837142857147,0.0,1.0,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.2857142857142857,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,1.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.7142857142857143,2519.4698138412264,35031.469765123504,732.7427834222137,1.9760470401187076,0.24397501823713327,122.40802513797479,0.0,0.0,0.3779644730092273,0.5345224838248487,0.5345224838248487,0.48795003647426655,0.0,0.0,0.3779644730092273,0.0,0.0,0.0,0.0,0.0,0.0,0.37796447300922725,0.37796447300922725,0.3779644730092273,0.0,0.0,0.0,0.37796447300922725,0.0,0.3779644730092273,0.48795003647426666,1069.0,2740.0,1.7440000000000002,1.0,0.0,-325.57200000000023,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3231.0,19138.5,14.263000000000002,2.0,0.1,-40.72910000000001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,4186.0,19143.0,71.376,3.0,0.2,-4.455,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6196.5,49868.0,214.074,4.5,0.30000000000000004,3.6502999999999988,0.0,1.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8607.0,94122.0,6.0,0.7,9.815999999999995,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Charles Sheldon,8.0,5872.0,64156.375,105.55725000000001,3.75,0.1625,14.142562499999995,0.0,1.0,0.25,0.75,0.0,0.0,0.125,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.125,0.0,0.0,0.125,0.125,0.0,1.0,0.0,0.0,0.0,0.125,0.875,1483.393021806041,34199.35871135389,116.28241747910866,2.187627547301936,0.23867192066576604,34.75492674998704,0.0,0.0,0.4629100498862757,0.4629100498862757,0.0,0.0,0.3535533905932738,0.0,0.5175491695067657,0.0,0.0,0.0,0.3535533905932738,0.0,0.3535533905932738,0.0,0.0,0.3535533905932738,0.0,0.0,0.0,0.0,0.0,0.3535533905932738,0.3535533905932738,3989.0,8701.0,7.77,1.0,0.0,-10.705500000000043,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5413.25,38156.0,9.5175,1.75,0.0,0.08842500000000064,0.0,1.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5822.5,73181.0,49.144000000000005,4.5,0.1,4.633950000000002,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6060.25,94122.0,206.8125,5.0,0.2,8.313399999999998,0.0,1.0,0.25,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8738.0,94122.0,7.0,0.7,98.105,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
Charlotte Melton,7.0,5320.714285714285,55309.857142857145,210.73485714285715,3.0,0.07142857142857142,13.029042857142858,0.0,1.0,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.0,0.14285714285714285,1.0,0.0,0.0,0.2857142857142857,0.42857142857142855,0.0,0.2857142857142857,3021.774628386754,30668.02800109897,227.47060564054468,1.5275252316519468,0.12535663410560177,40.4408073212301,0.0,0.0,0.4879500364742666,0.5345224838248488,0.37796447300922725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3779644730092273,0.37796447300922725,0.5345224838248487,0.37796447300922725,0.0,0.0,0.0,0.48795003647426666,0.5345224838248487,0.0,0.48795003647426655,1564.0,13501.0,11.352000000000002,2.0,0.0,-36.67439999999999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2706.5,37517.5,54.519999999999996,2.0,0.0,4.004549999999996,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5619.0,55901.0,119.94,2.0,0.0,5.996999999999986,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8035.0,75313.5,313.646,3.5,0.1,8.3342,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,1.0,0.0,0.5,8579.0,92105.0,6.0,0.3,97.20320000000004,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
Chloris Kastensmidt,32.0,4953.9375,53499.34375,98.58921875,3.8125,0.234375,4.415096874999998,0.0,1.0,0.15625,0.65625,0.1875,0.0625,0.03125,0.09375,0.15625,0.0,0.03125,0.0,0.0625,0.0625,0.125,0.0,0.0625,0.15625,0.0625,0.03125,0.0625,0.0,1.0,0.0,0.0,0.1875,0.09375,0.0625,0.65625,2456.2604272125386,32632.123102371792,195.33638926085106,1.891193512897558,0.1894122913884742,32.894599723098835,0.0,0.0,0.36890203262847354,0.48255870443481425,0.39655776945626603,0.24593468841898236,0.1767766952966369,0.29614458108029906,0.36890203262847354,0.1767766952966369,0.24593468841898236,0.24593468841898236,0.3360107525161235,0.0,0.36890203262847354,0.24593468841898236,0.1767766952966369,0.0,0.0,0.0,0.0,0.39655776945626603,0.29614458108029906,0.24593468841898236,0.48255870443481425,600.0,2149.0,4.4479999999999995,1.0,0.0,-115.35440000000006,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2912.75,19120.0,10.969500000000002,2.75,0.2,-5.457449999999998,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5605.5,43229.0,40.476,3.5,0.2,2.6609000000000003,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7072.25,78501.0,118.482,5.0,0.2,15.442350000000005,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8744.0,98059.0,8.0,0.8,103.99920000000003,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Chris Cortes,22.0,5274.0,62587.36363636364,177.88263636363635,3.6818181818181817,0.11818181818181821,17.90735454545454,0.18181818181818182,1.0,0.18181818181818182,0.5454545454545454,0.2727272727272727,0.0,0.09090909090909091,0.0,0.045454545454545456,0.0,0.045454545454545456,0.0,0.09090909090909091,0.0,0.09090909090909091,0.0,0.045454545454545456,0.22727272727272727,0.22727272727272727,0.09090909090909091,0.0,0.045454545454545456,1.0,0.0,0.0,0.3181818181818182,0.09090909090909091,0.18181818181818182,0.4090909090909091,2380.850388291665,35155.35283572516,204.42577323614262,2.801128405896514,0.15003607069909058,44.45165175760896,0.3947710169758613,0.0,0.3947710169758613,0.5096471914376255,0.4558423058385519,0.0,0.29424494316824984,0.0,0.2132007163556105,0.2132007163556105,0.29424494316824984,0.0,0.29424494316824984,0.0,0.4289320272288885,0.42893202722888846,0.29424494316824984,0.2132007163556105,0.0,0.0,0.0,0.4767312946227962,0.29424494316824984,0.39477101697586137,0.5032362797401964,1264.0,6824.0,5.98,1.0,0.0,-127.57919999999996,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3442.75,28065.25,34.1175,2.0,0.0,5.33565,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5637.5,78207.0,80.8,3.0,0.0,11.387999999999996,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6543.75,96748.0,276.72249999999997,4.75,0.2,31.138724999999987,0.0,1.0,0.0,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,9994.0,98105.0,14.0,0.4,123.76909999999995,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Chris McAfee,8.0,6690.125,57133.5,288.21400000000006,3.5,0.07500000000000001,45.629837499999994,0.125,1.0,0.125,0.75,0.125,0.125,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.375,0.0,0.125,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,2150.089728194085,28245.498063534706,503.2592862008893,1.7728105208558367,0.10350983390135314,73.83517294348341,0.3535533905932738,0.0,0.3535533905932738,0.4629100498862757,0.3535533905932738,0.3535533905932738,0.0,0.3535533905932738,0.3535533905932738,0.0,0.0,0.0,0.3535533905932738,0.0,0.5175491695067657,0.0,0.3535533905932738,0.0,0.0,0.0,0.0,0.0,0.0,0.5345224838248488,0.5345224838248488,2573.0,13601.0,11.16,2.0,0.0,3.9808000000000003,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5862.75,43307.0,19.215000000000003,2.0,0.0,7.623449999999999,0.0,1.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6740.5,72209.0,33.374,3.0,0.0,10.323,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,7869.25,72908.5,252.43,4.25,0.2,52.83862500000001,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9501.0,85023.0,7.0,0.2,220.98699999999997,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
Chris Selesnick,28.0,5273.0,71380.67857142857,98.36485714285716,3.4642857142857144,0.05714285714285714,26.37009285714285,0.0,1.0,0.07142857142857142,0.75,0.17857142857142858,0.10714285714285714,0.0,0.03571428571428571,0.25,0.0,0.0,0.0,0.10714285714285714,0.0,0.07142857142857142,0.03571428571428571,0.0,0.21428571428571427,0.07142857142857142,0.10714285714285714,0.0,0.0,0.0,1.0,0.0,0.10714285714285714,0.07142857142857142,0.35714285714285715,0.4642857142857143,2709.557993200832,26040.84853549156,166.07514266912864,1.6212053782007012,0.09200874124564724,50.840211803729694,0.0,0.0,0.262265264156481,0.44095855184409843,0.39002102778747977,0.314970394174356,0.0,0.18898223650461365,0.44095855184409843,0.0,0.314970394174356,0.0,0.262265264156481,0.18898223650461363,0.41785544701867255,0.26226526415648105,0.314970394174356,0.0,0.0,0.0,0.0,0.314970394174356,0.262265264156481,0.4879500364742666,0.50787450018337,764.0,10024.0,5.64,1.0,0.0,0.40679999999999694,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4307.75,55125.0,12.78,2.0,0.0,5.086799999999999,0.0,1.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5415.5,73614.0,37.95,3.0,0.0,10.676549999999999,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6359.25,92105.0,86.05799999999999,4.25,0.2,24.034799999999997,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9721.0,98103.0,7.0,0.2,258.696,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
